Timestamp, IP5-H:Pos, IP5-H:Residuals, IP5-V:Pos, IP5-V:Residuals
NUMBER-POINTS 205
1.36026779432E12,-2.815824971223724,7.658953111994654,-1.0664100215904593,6.395416964724491
1.36026779932E12,-2.878731751435414,6.238305307255482,-1.2765224578774725,6.4414434648965155
1.36026780436E12,-3.1181115598264384,6.501648696033401,-1.5027259648126623,4.848579430304631
1.36026780936E12,-3.081002068314667,6.5796225195471125,-1.2881360663991692,4.742715639579868
1.36026781436E12,-2.5895936717004133,7.133549803541413,-1.2175811359103956,5.337492538999254
1.36026781936E12,-2.9210450161925436,7.560029845745207,-1.0919189446701407,5.185512963956451
1.36026782436E12,-3.0640041114447216,5.7378581988332344,-1.123416808822557,6.6793624316014295
1.36026782936E12,-3.0041918093994413,5.931714622524889,-1.1369222554197365,6.96332452020744
1.36026783436E12,-2.6950671467012475,6.8112226213612255,-1.3224495998106713,5.0649227114491335
1.36026783936E12,-2.72649459057616,6.803674680322475,-1.2838187462909258,5.44913847130027
1.36026784432E12,-2.6439054271592233,7.287309026122033,-1.3301553770889287,5.893758800357699
1.36026784936E12,-2.7686675596408192,7.821654988209956,-1.2467718190439867,5.375241207126408
1.36026785436E12,-2.6887730105126244,6.795616566690906,-1.3523939144035542,6.217566201493551
1.36026785932E12,-2.559010135090917,4.641740212091936,-1.478343751263048,5.6672530122024405
1.36026786432E12,-2.6620319563372927,6.937827746627752,-1.156054491480322,4.39487973258568
1.36026786932E12,-2.6839806581177297,6.521598049690072,-1.3457754958287276,5.287335478744094
1.36026787436E12,-2.8656622963604996,5.786314297061264,-1.5526191110410223,5.833501689914779
1.36026787936E12,-2.7467734247950713,6.054816127050907,-1.3097701926788865,5.587992436640005
1.36026788436E12,-2.5497991173468186,6.80782721968506,-1.1013548769275265,5.767170835314092
1.36026788936E12,-2.6619008426174884,5.882054556505648,-1.2674317932852246,5.409310561882029
1.36026789436E12,-2.7737888124364867,7.319743043685132,-1.6941073367462884,5.318408654259167
1.36026789936E12,-2.7395180729787274,7.0761725769640496,-1.4777644166349,6.644510504564696
1.36026790432E12,-2.5445493985605463,6.572482637600946,-1.2421981549193157,5.351027829632561
1.36026790932E12,-2.6450324285848836,7.076316130709983,-1.320183276994404,4.657852261714731
1.36026791436E12,-2.7751461028895954,5.962620993497247,-1.274588628066563,6.3827384538922525
1.36026791932E12,-3.7630437066467723,6.399328120440639,-1.6069685103676008,5.746958533802022
1.36026792432E12,-3.8543385682181945,6.5146138224418095,-1.5326057341914745,4.586832388417563
1.36026792932E12,-3.5840707587916003,6.1972122011939526,-1.3059920467975594,4.019879056897675
1.36026793436E12,-3.3017450825491967,6.118834240709268,-1.6399222281379662,4.921004741167223
1.36026793936E12,-2.6368180867051865,6.503630072146786,-1.376082440420171,6.158338710352951
1.36026794436E12,-2.68784361942216,5.696554196944581,-0.941760571401995,6.65405736475185
1.36026794936E12,-2.671303538687115,5.099252933418654,-1.2087124713321398,5.949285820692938
1.36026795436E12,-2.8508538959824627,6.79231053429291,-1.1465195168993076,5.945277482614578
1.36026795936E12,-2.9962587784206693,7.047010278584403,-1.2205145087568816,4.801229535858606
1.36026796432E12,-3.100451760910982,6.636348698906274,-1.4665905853342447,4.469897070140243
1.36026796936E12,-3.253461457805153,5.643261060711837,-1.3018060115243262,3.916085778220172
1.36026797436E12,-3.089305217643451,6.638238876852814,-1.2907631689114665,5.59503862754003
1.36026797932E12,-3.049929205446156,6.247860539704418,-1.1712864795283593,6.4398518174792345
1.36026798436E12,-2.6575734957646855,6.885506170811836,-1.0838176257248648,5.10444131430338
1.36026798936E12,-2.8696682063677432,6.182713057283986,-1.1958500329237292,4.239128525514903
1.36026799436E12,-2.758038506775907,6.356645830183204,-1.3277596039406905,5.618064271594076
1.36026799936E12,-2.829939885905959,6.085696175349718,-1.2217213039849995,6.237501219310347
1.36026800436E12,-3.029886855100623,6.446542499386327,-1.3628289548845722,5.713641181935618
1.36026800936E12,-3.151641985385625,5.986678830523229,-1.3614891681353718,4.8807214757087936
1.36026801436E12,-2.915778195434236,6.236772123100621,-1.3837487041951881,6.2190988245677055
1.36026801936E12,-3.154949940585856,6.781415579622337,-1.2194993797719371,6.449903481518077
1.36026802436E12,-3.043307338780315,7.32456966255965,-1.3781800292243565,5.465300485645628
1.36026802936E12,-3.2773892098301034,6.4716785471033855,-1.7017806327296086,5.896911798521995
1.36026803436E12,-2.7918635923617092,7.68128846293889,-1.2870763254927144,4.7292025458566185
1.36026803932E12,-2.66826312896227,7.386933208969033,-1.4979200807237347,4.877100245250023
1.36026804436E12,-3.057730881289636,7.348167786557373,-1.4075431152334894,6.2536850724532185
1.36026804936E12,-3.0194233057055366,6.7373235162228235,-1.2934090090577186,4.980476769256637
1.36026805436E12,-3.2819422331137496,6.135412800253299,-1.3953530273429993,6.588086811782198
1.36026805932E12,-3.2453531606945836,5.858601903112597,-1.266098232752707,6.867175137484547
1.36026806436E12,-3.2554783198941384,6.506234628016228,-1.602937914774173,6.20661792233005
1.36026806936E12,-3.1726103593779778,6.279496352129401,-1.6058704716098497,5.614478155619915
1.36026807436E12,-3.087716087984025,6.601084744319924,-1.4033335766187918,6.157484375084884
1.36026807936E12,-3.0090863170097037,6.15034706859022,-1.415781198062607,6.36633674484513
1.36026808436E12,-3.008143699072729,7.893763145068653,-1.2723540178791841,5.969169036698717
1.36026808936E12,-2.9653470950214347,7.951592361848807,-1.2701085568142412,4.874209214902682
1.36026809436E12,-2.868486139763138,5.757730308514257,-1.3311460330366167,4.669347134704249
1.36026809936E12,-3.1080353499215736,6.19345692398839,-1.5277499031881432,5.373741391391089
1.36026810436E12,-3.0452090023357496,7.215379205470883,-1.3809013231491147,5.419791357297876
1.36026810936E12,-3.0046022674044304,7.114076656318089,-1.4869227807548522,7.015819291380404
1.36026811436E12,-3.095858217158428,6.860273758379289,-1.4854336474508252,5.970412260794899
1.36026811936E12,-3.068083568458501,6.871699495847755,-1.4744194952388363,5.613589905817191
1.36026812436E12,-3.074665913570681,4.635165004703511,-1.4149146378135633,5.724591822447155
1.36026812936E12,-3.2516708559077356,5.301903398289299,-1.4408426631297448,7.072233756003916
1.36026813436E12,-3.1420003898474844,6.5810761614272115,-1.2594732058149043,6.203011542600784
1.36026813936E12,-2.7704127144049338,6.4465861908079525,-1.5106983060560764,6.765544661129388
1.36026814432E12,-3.1943482019584715,7.23566440092819,-1.4406107553470981,6.048859157455199
1.36026814936E12,-3.171472858225521,6.986327222919467,-1.373504488247869,4.585869152274613
1.36026815436E12,-3.3283054189885504,7.288822996326821,-1.6786614920385405,6.104967174738683
1.36026815936E12,-3.2394477412692444,7.011066210139968,-1.6910094425499864,6.416306425635132
1.36026816436E12,-2.8115032004563827,7.3439124060064085,-1.4458749954763401,6.784781198643534
1.36026816936E12,-3.154240789293373,6.135471963983728,-1.3699266841020656,6.067774111297423
1.36026817436E12,-2.9041675104131235,6.498441434510023,-1.5761647640332437,5.2872915668688005
1.36026817936E12,-3.125576353956891,5.737405742996822,-1.4595123014156985,6.21644501586247
1.36026818436E12,-2.871569725843452,6.102482575245433,-1.2513766552851298,6.539666168241037
1.36026818936E12,-3.0835009423347035,6.304506162825216,-1.3247313268191607,5.619312099316104
1.36026819436E12,-3.084285613337348,6.53314373697215,-1.563226770968925,4.030709124201057
1.36026819936E12,-3.1980110748601875,6.705478348457106,-1.4968908325301484,4.178616885542406
1.36026820436E12,-3.017971983969037,5.7226849379751705,-1.574967480291353,5.340071655182066
1.36026820936E12,-3.142584628152486,6.605631152237409,-1.578585885343187,5.2427251684573895
1.36026821436E12,-2.9496985882749107,8.435902188612294,-1.5330592062287338,5.259677711590219
1.36026821936E12,-2.8107311302300224,9.418214850453856,-1.4724546170013375,4.7123216422763345
1.36026822432E12,-2.887494632495657,6.345050931526584,-1.554749946182345,5.304260627193417
1.36026822936E12,-2.8914453584864193,7.904347424525372,-1.4204558183153067,5.396239136249794
1.36026823436E12,-3.173016364034691,5.835694653706986,-1.5665357456476945,6.671781853621176
1.36026823936E12,-3.0499702879744985,6.183459412147706,-1.5852973305868754,5.556717804433925
1.36026824436E12,-2.991213050922798,5.286442447143363,-1.390907787271692,5.434225030286313
1.36026824936E12,-3.0366949361239826,5.780181107169545,-1.4701726963830035,5.099674924361516
1.36026825436E12,-2.8125567426566884,6.3030210585528685,-1.406016972443705,6.290590445847825
1.36026825936E12,-3.071739059303646,5.590741680283598,-1.382699329619693,6.126471356005337
1.36026826436E12,-3.3297705100464112,5.502981186621038,-1.4200996054188293,6.317499702249137
1.36026826938E12,-3.083853999481759,5.476168817958931,-1.2858257997843876,5.110677796374943
1.36026827436E12,-2.9944784373510616,5.9810113872611606,-1.1544365106065024,5.195965778411982
1.36026827936E12,-2.869810611436103,7.181732565917231,-1.3148994982670539,5.082912357850549
1.36026828436E12,-3.126141378438552,6.032315503943351,-1.2999243439843517,6.378050679987965
1.36026828936E12,-3.019593104861287,6.000037842939836,-1.384178001420205,5.345653872465623
1.3602682944E12,-2.9556411615780065,6.782697018877673,-1.2941582678023384,4.567050788571523
1.36026829936E12,-2.817953573434848,6.55700619935822,-1.2604210318339386,5.111859553202565
1.36026830436E12,-2.8749465562420133,6.956525749883583,-1.6704172367760022,5.054155150499092
1.36026830936E12,-2.9773204626267527,6.838948242494868,-1.7176573087894433,4.86074545837609
1.36026831436E12,-3.1632664901552547,6.987293836743692,-1.9143132577459503,4.678844829676525
1.36026831936E12,-2.998007255980992,7.630586927531989,-1.6863349440951052,4.536291070910846
1.36026832436E12,-2.804711616731787,6.581740811639139,-1.4468489678415222,4.6295809772012095
1.36026832936E12,-2.7865470015113187,6.776532723793203,-1.5965765573995017,5.3062869322303525
1.36026833436E12,-2.9492922212067567,5.858315313662852,-1.4988475584424616,6.260635428071311
1.36026833936E12,-2.930084921921059,5.622563546524181,-1.737676520434133,5.7820384043312405
1.36026834436E12,-3.14843016009895,6.099967179316018,-1.4692298858234025,6.711797951223453
1.36026834936E12,-3.033679602301555,6.175627390691242,-1.3207657722394683,6.989375958499936
1.36026835436E12,-3.0561381677512838,6.90409912047239,-1.2886323180160677,5.752440405650797
1.36026835936E12,-3.2341877930286174,7.963031214280929,-1.2395700270283214,6.35127230607362
1.36026836436E12,-3.0861230797727197,7.306163753998724,-1.408000193017412,5.90015311901816
1.36026836936E12,-3.0104551144603624,7.131772097534488,-1.4256578462216918,6.124697802285137
1.36026837436E12,-3.152308765616722,6.774075067284155,-1.4787700387004465,5.0008393285579285
1.36026837936E12,-2.9113606665928464,8.503112171462936,-1.2606362126003614,5.225178825528654
1.36026838436E12,-2.944612668374513,7.172573896080413,-1.2830138791899262,6.088474050180925
1.36026838936E12,-2.8540274868731665,7.108981213831573,-1.4983634232618843,5.628286788438796
1.36026839436E12,-2.979838989667726,6.721098171683511,-1.2947076658981664,6.30512651187366
1.3602683994E12,-2.8094047205868313,6.977643738685228,-1.4608865403491207,5.98836795794713
1.36026840436E12,-3.069546214641061,7.956314737536178,-1.5769707698297317,6.057341105810815
1.3602684094E12,-3.1487551921075307,6.9041788236026695,-1.5725662081239646,6.232310843266778
1.3602684144E12,-2.840638549345114,7.568339134401089,-1.461433138687961,6.555476422903022
1.3602684194E12,-2.748867445536389,7.4080536504128505,-1.470415243471618,6.130360078762181
1.3602684244E12,-3.1900974818547962,6.455483755058466,-1.6459586510438313,4.869230017724183
1.36026842936E12,-3.14960261952057,6.464090052394228,-1.5006749368970258,5.4152055099738705
1.3602684344E12,-2.8773375897023445,6.348677218044503,-1.3005172272509904,5.755399116431841
1.3602684394E12,-2.914995571459975,7.941419648680226,-1.4716373587708462,6.786255359086675
1.36026844436E12,-2.7968892997425425,7.769732641856856,-1.3258199075474302,4.9516179367399715
1.36026844936E12,-3.0012137853949388,5.7073523004578535,-1.4179134793394694,6.384313138790013
1.36026845436E12,-2.8966812397618464,7.622047784131516,-1.4932141658511207,5.0013222371028085
1.3602684594E12,-2.8490672554846377,7.548800897365831,-1.38446639093039,6.636882991882632
1.36026846436E12,-2.7574636846590437,5.766864324148044,-1.4756559393615627,6.015791333475191
1.36026846936E12,-2.8313173282492134,6.575573846665461,-1.344754021433318,6.1132870987209
1.36026847436E12,-2.803759694285396,6.755920771883249,-1.4723675736898154,5.751875245428801
1.36026847936E12,-2.906060527935421,6.504401760589812,-1.5384390418004388,6.80183104724746
1.3602684844E12,-2.906894176863609,6.023525978615746,-1.3855059724452918,5.011744604595152
1.3602684894E12,-2.8470318557552923,6.123981902314087,-1.5705069686331024,5.7620191020703695
1.36026849436E12,-2.9564257628459987,7.318276450258224,-1.3986451751514262,6.090947453464395
1.36026849936E12,-2.8453618298550265,7.519386699502486,-1.5495883234204866,6.129379921038853
1.36026850436E12,-2.921215561974438,5.765894212901254,-1.586069072526769,7.066389040341184
1.36026850936E12,-2.883817364205613,7.001378185789213,-1.5311005120402101,6.554561007317511
1.36026851436E12,-2.835019874979401,6.475446087644261,-1.1829827598257445,5.9761087052812245
1.3602685194E12,-3.0267330990693915,6.595294173872036,-1.5006009325884373,5.824887445273288
1.36026852436E12,-3.0511225349942754,6.700748598183418,-1.4905159476562106,6.55340410680838
1.36026852936E12,-3.0830768612212798,6.154385724451964,-1.649149165848356,4.478983529790653
1.3602685344E12,-3.051911285415919,6.839146472662026,-1.5460195978022075,4.10985200223316
1.3602685394E12,-3.2039211518664463,7.1673555555381165,-1.6045324228447673,6.157845190405099
1.3602685444E12,-2.9769794718836544,5.724968745024298,-1.700102053798922,5.26936532742691
1.3602685494E12,-3.119574839724167,5.464498542776101,-1.3071290499613628,6.693498036055074
1.3602685544E12,-3.1808043438222233,5.669009402538487,-1.2520772539330285,6.811142699836449
1.3602685594E12,-3.033456824812503,5.477226312535264,-1.293195279444486,5.471183667313365
1.36026856436E12,-3.208694818789176,6.329989572122387,-1.3313050413825362,4.41631221723693
1.36026856936E12,-2.8785658442698794,6.812268600117027,-1.5699281886086838,5.002925029737703
1.36026857436E12,-3.168698881238936,6.80811852977013,-1.599006666237221,6.467391465742899
1.36026857936E12,-3.258914104441769,6.86420443947737,-1.4850161294776811,5.114828213093502
1.36026858436E12,-2.9670469208633268,6.558777115270532,-1.2388089125832307,5.994305476996869
1.3602685894E12,-2.8232084903379353,4.841888607661219,-1.1436228767230203,6.432472959726947
1.3602685944E12,-3.185338786086392,6.995547362067361,-1.1970892814748975,5.233960574068692
1.3602685994E12,-3.2089310573893535,6.276531610152039,-1.2428049823382585,4.41389900147833
1.3602686044E12,-2.858624612410976,6.221779553261959,-1.0988284291301347,6.500626734959129
1.3602686094E12,-2.89766058964059,6.252340586878861,-1.172458364083255,6.248476043546113
1.3602686144E12,-3.220689575961259,5.826472631906405,-1.4554392944858758,6.133790792308695
1.3602686194E12,-2.9290279155532923,5.684284044450683,-1.3199575487362623,6.116593861809732
1.36026862436E12,-3.110143216290444,5.929024615976978,-1.3885745554007072,7.037984105714316
1.3602686294E12,-3.1195413033009762,6.417141302332789,-1.4811117826723816,5.07966710195373
1.3602686344E12,-3.0487576503595606,7.007573358102451,-1.2685698756217112,5.5538877456208295
1.3602686394E12,-3.2209744677361227,7.308590133308054,-1.2832883777929798,5.550965677176791
1.3602686444E12,-2.945920592463883,7.408494422441583,-1.5760179037690016,5.68205170884132
1.3602686494E12,-3.013898028984825,6.679757071904893,-1.574101729597912,5.3042344962546055
1.3602686544E12,-3.026986607107135,6.664588413258169,-1.0843012324412016,5.705916614149662
1.3602686594E12,-3.1916093413836784,6.919905392726497,-1.371319317572835,4.901226968251024
1.3602686644E12,-3.0026133659294203,6.861955518492831,-1.3142132779504545,5.820971996880563
1.3602686694E12,-3.040546463994008,6.062120022526818,-1.2461269834967041,6.852537943223968
1.3602686744E12,-3.0319073799514173,7.745035476300725,-1.3616302282586263,7.662117041696244
1.3602686794E12,-3.094220403172877,5.916066969759481,-1.3931652871413005,5.909376161754094
1.36026868436E12,-3.173393932343854,5.782304167824985,-1.702815800810819,4.266560285767332
1.36026868936E12,-3.309714133698591,5.950266800963945,-1.478322806842448,5.106463500536644
1.3602686944E12,-2.981134683495128,6.498709047649836,-1.330329994402301,5.307463489858849
1.3602686994E12,-3.0852253068745044,6.6779987391947415,-1.443052519864262,5.954805001246565
1.3602687044E12,-3.2855025390784136,7.133367426134583,-1.280312908389308,4.897180224633567
1.3602687094E12,-2.9560565510061663,7.5191865922103736,-1.302132332751945,5.812290468907729
1.3602687144E12,-3.2129936881840737,7.002225046960852,-1.431232363291747,5.902407544485115
1.3602687194E12,-2.982091420810137,6.973200629121414,-1.3498091218174388,5.704501898606025
1.3602687244E12,-2.9842359892893024,7.714803067508671,-1.2550193930832,5.2571804984490536
1.3602687294E12,-3.046458599968903,6.402525413593612,-1.4705191110336215,4.853215392487808
1.3602687344E12,-3.037998953777534,7.346875757911159,-1.3430559890769622,4.626166140510507
1.3602687394E12,-2.892313751353709,6.689369956535082,-1.5388786884445327,4.971334105983536
1.36026874436E12,-2.7434293883656715,6.454247292985229,-1.4480665501559864,5.239519639976451
1.36026874936E12,-2.7015322503515278,7.464149422640461,-1.3775963054910982,3.979848573566975
1.3602687544E12,-2.5778999456655933,8.352042154490537,-1.334156480546737,6.32333423140024
1.3602687594E12,-2.606812443378653,7.7926740207943945,-1.4936661864526009,4.498534086309596
1.36026876436E12,-2.2447670757727454,6.990801381110814,-1.211573760486415,5.681366044666866
1.3602687694E12,-2.065158612454609,7.055286250488198,-1.3224846294146644,5.458521337353146
1.3602687744E12,-1.7810029923459245,6.637176063176952,-1.208604411045249,4.470680656261015
1.3602687794E12,-1.7823184662140759,5.965264058920597,-1.135682067674884,5.974523402384018
1.3602687844E12,-1.8166480335578956,4.7835085200182546,-1.0090688213507695,6.177990302548135
1.3602687894E12,-2.2722084979830908,6.127154704188569,-1.1534887654727064,6.473219224648305
1.3602687944E12,-2.421608193806762,5.858598289615115,-1.321377847502477,4.235955896601557
1.3602687994E12,-2.973959296919853,5.549191552636512,-1.3946735333915714,4.813893779141255
1.3602688044E12,-3.206442307295813,6.419323696321783,-1.452308505830555,3.8547983456557757
1.36026880936E12,-3.6885853320962543,5.565334945044423,-1.5478714052415463,5.111180782139608
1.36026881436E12,-4.088710464156995,6.521346890800817,-1.5505782472297893,5.684864750397235
